candidate id (if applicable),committee id,committee name,filing frequency,Election year (if applicable),committee type,committee designation,filing start date,filing end date,total disbursements,new loans,outstanding loans,total receipts,cash on hand close of period,contributions from party committees,contributions from other committees,Transfers received from other affiliated or authorized committees,Individual Itemized Contribution,Individual Unitemized Contribution,Contributions from the candidate (candidate committees only),Sum of loans from the candidate,Sum of loans from other sources
,C00123513,"FOREST CITY ENTERPRISES, INC. UNITED FOR A SENSIBLE GOVERNMENT (FOCUS)",Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,5500.00,,,12697.86,326461.09,,,,11651.57,1046.29,,,
,C00324871,FREE AGENTS PAC,Quarterly,2016,Hybrid super PAC,Unauthorized,2015-01-01,2015-06-30,33679.51,,,268.10,27201.92,,,,,158.00,,,
,C00213819,DELTA DENTAL PLANS ASSOCIATION PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,1000.00,,,502.05,244431.80,,,,500.00,,,,
,C00034470,"DIAGEO NORTH AMERICA, INC.  EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,8892.42,,,3951.71,525.08,,,,3505.37,446.34,,,
,C00484725,DOMESTIC ENERGY PRODUCERS ALLIANCE PAC (DEPA PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,33306.96,,,7475.00,56602.68,,,,6750.00,725.00,,,
,C00113159,EASTMANPAC - POLITICAL ACTION COMMITTEE OF EASTMAN CHEMICAL COMPANY,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,12500.00,,,13280.01,91250.82,,,,11588.46,1670.12,,,
,C00113225,ELECTROPAC 728 (INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 728),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,23200.00,,,33045.45,29339.03,,,,,33045.45,,,
,C00258236,"EMD SERONO, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,,,,8573.31,64859.61,,,,7737.87,835.44,,,
,C00193433,EMILY'S LIST,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,1537230.93,,,1411803.56,2741166.37,,5000.00,,392933.31,482494.51,,,
,C00226548,ENERGY POLITICAL ACTION COMMITTEE OF ENERGY FUTURE HOLDINGS CORP.,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,10500.00,,,12784.68,77620.46,,,,10800.71,1983.97,,,
,C00387878,"ENERGYSOLUTIONS, INC. FUND FOR EFFECTIVE GOVERNMENT (ENERGYSOLUTIONS PAC)",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,2.00,,,3657.52,44598.25,,,,2699.44,958.08,,,
,C00035691,HALLIBURTON COMPANY PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,37619.14,,,45628.65,214963.64,,,,41387.48,3440.67,,,
,C00557322,HESS CORPORATION POLITICAL ACTION COMMITTEE (HESS PAC),Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,26500.00,,,,,,,,
,C00517060,HUMAN RIGHTS FOR VIETNAM PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,6622.88,,1912.87,6434.00,12682.04,,,,2510.00,3915.00,,,
,C00279216,"IHEARTMEDIA, INC. - CLEAR CHANNEL OUTDOOR PAC",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,6302.46,,,34215.70,75293.34,,,,27377.44,6838.26,,,
,C00446187,IMMIGRATIONPAC,Termination report,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,172.00,,,,,,,,
,C00358234,HEINEKEN USA INC GOOD GOVERNMENT FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,7000.00,,,2674.93,130827.03,,,,1518.79,1156.14,,,
,C00271007,HUMANA INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,109500.00,,,56172.03,542991.99,,,,34369.88,21802.15,,,
,C00279182,FRIENDS OF FERRIS,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,41612.90,,,58905.00,93206.21,,,,58905.00,,,,
,C00393298,HERBALIFE INTERNATIONAL INC. PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,1671.59,,,9814.36,98813.52,,,,9117.35,697.01,,,
,C00326439,HOUSE CONSERVATIVES FUND,Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,39775.14,,28128.80,45335.00,66472.40,,41000.00,,3600.00,735.00,,,
,C00354613,INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,14134.00,,,18272.00,65848.00,,,,,18263.00,,,
,C00569483,FTS INTERNATIONAL INC FEDERAL PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,,,,,,,,,
,C00203497,"HOUSTON FIRE FIGHTERS POLITICAL ACTION FUND, INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,48797.00,,,149679.91,232576.57,,,,4048.50,144823.68,,,
,C00540435,I-VOTE HEALTH OF IASIS HEALTHCARE CORP AKA I-VOTE HEALTH OF IASIS HEALTHCARE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,1030.26,63975.84,,,,1030.26,,,,
,C00373910,GLOBAL BUSINESS TRAVEL ASSOCIATION PAC (BUSINESS TRAVEL PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,21157.76,,,6833.00,109968.35,,,,1957.50,4875.50,,,
,C00005157,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,-853.44,,,45970.62,286212.92,,,,3547.00,42423.62,,,
,C00266585,"GREENBERG TRAURIG, P.A. PAC",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,45787.00,,,16938.92,141297.39,,,,16740.94,197.98,,,
,C00063164,MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,125591.52,,,9990.24,430442.57,,,,9034.70,566.00,,,
S2TX00312,C00492785,TED CRUZ FOR SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-04-01,2015-06-30,136789.00,,,7434.00,416011.00,,5000.00,,1479.00,800.00,,,
,C00567107,JAX CHAMBER COMMITTEE FOR GOOD GOVERNMENT,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,15.00,,,,485.00,,,,,,,,
,C00432096,KEYSTONE ALLIANCE POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,54453.86,,,132258.61,225911.50,,15500.00,,116750.00,,,,
,C00242271,"KINDRED HEALTHCARE, INC. PAC",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,25500.00,,,33617.16,144926.87,,,,31478.80,2050.50,,,
,C00338087,L-3 COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,12649.84,,,19631.73,360224.49,,,,12668.58,6963.15,,,
,C00571091,LEADERS IN EDUCATION,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,532.47,,,10000.00,19467.53,,,,10000.00,,,,
,C00485755,LEADERSHIP FOR TOMORROW POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,,,,,2013.36,,,,,,,,
,C00347955,"LIFEPOINT HEALTH, INC. PAC",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,8538.62,,,10100.00,222647.11,,,,9610.00,490.00,,,
,C00521765,LIQUID ROBOTICS INC POLITICAL ACTION COMMITTEE (LIQUID ROBOTICS PAC),Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,156.19,,,,4842.36,,,,,,,,
,C00432815,LOCAL 399 INTERNATIONAL UNION OF OPERATING ENGINEERS FEDERAL PAC (LOCAL 399 IUOE FED PAC),Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,41674.55,,,11987.00,47498.30,,,,40.00,11947.00,,,
,C00389916,"LOUISIANA RICE POLITICAL ACTION COMMITTEE, INC.",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,1000.00,,,1550.00,24078.09,,,,1500.00,50.00,,,
,C00306894,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,36186.50,,,24000.00,63600.19,,,,24000.00,,,,
,C00475061,MARKETAXESS HOLDINGS INC PAC MARKETAXESS PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,2672.75,,,,32124.23,,,,,,,,
,C00410274,MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,20205.49,,,21630.66,134887.57,,,,19960.66,1670.00,,,
,C00063164,MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,61009.02,,,24834.53,471082.92,,,,23453.02,1371.34,,,
,C00093989,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 324 NATIONAL POLITICAL ACTIVITIES COMM.,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,150625.76,,,5244.77,62233.25,,,,,1194.77,,,
,C00016444,KENTUCKY MEDICAL ASSOCIATION PAC (KENTUCKY PHYSICIANS PAC FEDERAL-KPPAC FEDERAL),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,19188.04,,,26080.07,73845.38,,1000.00,,18509.00,6567.00,,,
,C00342907,MIDWEST REGION LABORERS' POLITICAL LEAGUE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,102414.61,,,35256.20,129164.88,,,,17791.44,17462.84,,,
,C00076836,NATIONAL ALLIANCE FOR POLITICAL ACTION (NAPA)-NAT'L ALLIANCE OF POSTAL & FEDERAL EMPLOYEES,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,34.38,72232.47,,,,,34.00,,,
,C00060707,NATIONAL ASSOCIATION OF SOCIAL WORKERS INC. POLITICAL ACTION FOR CANDIDATE ELECTION (PACE),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,15767.93,,,17326.75,109567.04,,,,,17326.75,,,
,C00108035,MCKESSON CORPORATION EMPLOYEES POLITICAL FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,16220.85,,,43849.37,124754.89,,,,18722.33,25002.30,,,
,C00108035,MCKESSON CORPORATION EMPLOYEES POLITICAL FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,19390.18,,,41848.43,147213.14,,,,28061.44,13566.14,,,
,C00548719,MCKINNEY TEA PARTY,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,405.72,,,1808.90,7552.00,,,,,1808.00,,,
,C00065987,MEADWESTVACO CORP. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,15500.00,,,6858.50,72069.50,,,,2816.00,3742.50,,,
,C00458380,MEDASSETS INC POLITICAL ACTION COMMITTEE: AKA MEDASSETS PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,158.76,,,23250.00,26068.79,,,,22500.00,750.00,,,
,C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,197805.59,,,59960.06,337203.38,,,,41346.00,17864.06,,,
,C00010520,MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,16300.00,,,22151.00,54979.72,,,,21026.00,1125.00,,,
,C00080648,MICHIGAN BANKERS ASSOCIATION - MIBANKPAC-FEDERAL,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,35017.52,,,35627.23,1021.76,,,,31192.25,4434.98,,,
,C00384578,MICHIGAN CHAMBER OF COMMERCE FEDERAL POLITICAL ACTION COMMITTEE (MICHAMBER FED PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,2066.04,,,2033.58,1175.01,,,,958.41,1075.17,,,
,C00096362,MICHIGAN FARM BUREAU POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-06-30,12561.00,,,93704.38,200485.69,,,,200.00,93342.35,,,
,C00165944,MID MANHATTAN POLITICAL ACTION COMMITTEE (MID PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,2244.62,,,,,,,,
,C00429175,MID-ATLANTIC LABORERS' POLITICAL LEAGUE - LABORERS' INTERNATIONAL UNION OF N.A.,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,158636.86,,,326606.76,739883.11,,,,2112.43,329494.33,,,
,C00457697,MILLERCOORS LLC PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,,,,9046.30,30339.25,,,,7962.04,1084.26,,,
,C00481200,NATIONAL ASSOCIATION FOR GUN RIGHTS INC PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,15932.90,,,80.00,163559.37,,,,,80.00,,,
,C00366419,NEBRASKA LEADERSHIP PAC,Quarterly,2016,PAC,Leadership PAC,2015-01-01,2015-03-31,300.00,,,,40855.28,,,,,,,,
,C00033969,NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,50543.52,,,23036.23,92474.62,,,,7491.43,11294.80,,,
,C00399089,COOK GROUP INC PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,9500.00,,,21700.00,30567.00,,,,21700.00,,,,
,C00382556,NATIONAL FRATERNAL ORDER OF POLICE PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,,,,30.00,79378.51,,,,,30.00,,,
,C00565259,NATIONAL LEAGUE OF TAXPAYERS PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,330.00,,,,,,,,
,C00114025,NATIONAL READY MIXED CONCRETE ASSN. PAC (CONCRETEPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,53672.09,,,7315.00,484276.86,,,,7150.00,165.00,,,
,C00244863,NATIONAL ROOFING CONTRACTORS ASSOCIATION ROOF PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,23430.81,,,5205.91,128127.72,,,,2550.00,725.00,,,
,C00488080,NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,20316.93,,,3950.00,28201.69,,,,3750.00,200.00,,,
,C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,35.00,16146.00,,,,,,,,
,C00150367,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,5079.65,,,58369.70,455543.21,,,,58369.70,,,,
,C00406215,NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,29000.00,,,17476.26,281144.40,,,,10524.00,6952.26,,,
,C00406215,NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,16000.00,,,16702.66,273924.85,,,,12592.96,4109.70,,,
,C00076174,NATIONWIDE MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,19000.00,,,35118.39,494605.46,,,,16062.69,19055.70,,,
,C00147645,NEW MEXICO BANKERS ASSOCIATION,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,880.44,1493.08,,,,,880.00,,,
,C00009282,NORFOLK SOUTHERN CORPORATION GOOD GOVERNMENT FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,83250.00,,,76612.71,235811.81,,,,67381.53,6731.18,,,
,C00101105,NATIONAL FEDERATION OF INDEPENDENT BUSINESS/ SAVE AMERICAS FREE ENTERPRISE TRUST,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,47730.00,,,68455.36,529627.24,,750.00,,33939.02,33766.34,,,
,C00458273,NATIONAL GUN RIGHTS PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,4447.32,,,,,,,,
,C00039214,NATIONAL LUMBER AND BUILDING MATERIAL DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE (LUDPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,54.71,,,1500.00,30476.35,,1000.00,,500.00,,,,
,C00484634,NEVADA RIGHT TO LIFE POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-04-01,2015-06-30,,,,,36.30,,,,,,,,
,C00302687,"POWERS, PYLES, SUTTER & VERVILLE PC PAC",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,,,,481.84,17166.41,,,,431.84,50.00,,,
,C00004994,PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,1566.44,,,2001.84,98898.03,,,,1085.00,764.17,,,
,C00493304,PRUDENTIAL FINANCIAL INC STATE AND FEDERAL POLITICAL ACTION COMMITTEE AKA PRUDENTIAL STAT,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,15601.68,,,27417.87,153662.47,,,,21983.64,5434.23,,,
,C00424218,REALOGY HOLDINGS CORPORATION PAC (REALOGY PAC),Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,10000.00,,,13248.85,146386.46,,,,12578.48,670.37,,,
,C00345793,REED ELSEVIER INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,14500.00,,,13764.60,38692.27,,,,9839.46,3925.14,,,
,C00440214,"RENTECH, INC. EMPLOYEES POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,,,,,32286.74,,,,,,,,
,C00393769,OCEAN CHAMPIONS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,137.01,,,,6431.45,,,,,,,,
,C00385039,"PCS ADMINISTRATION (USA), INC. (ALSO KNOWN AS 'POTASHCORP') PAC",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,14702.12,,,12250.00,76874.43,,,,12250.00,,,,
,C00531772,PENN UNITED TECHNOLOGIES INC - CHRISTIAN HERITAGE PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,2250.00,,,2043.00,6518.00,,,,1200.00,843.00,,,
,C00039321,"PEPSICO, INC. CONCERNED CITIZENS FUND",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,9000.00,,,18916.82,282518.25,,,,9796.18,9118.84,,,
,C00478388,PISTACHIO FARMERS OF AMERICA PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,976.00,,,,,,,,
,C00003160,"POLITICAL EDUCATIONAL FUND OF THE BUILDING AND CONSTRUCTION TRADES DEPARTMENT, AFL-CIO",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,448.91,,,3520.04,201985.58,,,,1023.04,2497.00,,,
,C00495002,PRIVATE EQUITY GROWTH CAPITAL COUNCIL POLITICAL ACTION COMMITTEE (PEGCC-PAC),Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,5292.13,,,10304.13,35513.15,,,,10012.00,,,,
,C00381806,PROGRESSIVE CHOICES PAC,Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,6357.57,,,,13168.84,,,,,,,,
,C00066472,PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (PCIPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,53299.50,,,25899.90,138077.48,,2500.00,,18289.18,4811.22,,,
,C00364992,Q FED PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,30344.67,,,,,,,,
,C00394163,PHYSICIAN HOSPITALS OF AMERICA POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,2040.00,,,5000.00,23597.39,,,,5000.00,,,,
,C00349902,OHIO CREDIT UNION LEAGUE POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,25000.00,,,3950.83,15243.56,,,,1725.10,2224.87,,,
,C00224618,SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC),Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,2500.00,,,1466.68,88326.39,,,,1466.68,,,,
,C00089342,SPRINT CORPORATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,30000.00,,,36670.10,66029.60,,,,30922.00,5748.10,,,
,C00270421,STE. MICHELLE WINE ESTATES LTD. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,3500.00,,,3500.00,,,,3500.00,,,,,
,C00396887,TD AMERITRADE HOLDING CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,49470.39,,,,,,,,
,C00434811,"TEVA PHARMACEUTICALS USA, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,18847.51,,,9021.04,31894.52,,,,3800.04,5221.00,,,
,C00148031,THE CATERPILLAR INC. EMPLOYEE POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,111013.59,,,87943.33,364321.42,,,,69167.84,18396.72,,,
,C00570770,RURAL AMERICA COUNTS PAC (RAC PAC),Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,3745.64,,,2500.00,8999.59,,2500.00,,,,,,
,C00405209,SCHAEFFLER GROUP USA INC POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,,,,,42860.57,,,,,,,,
,C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,1218209.17,,294466.59,1986758.01,16791288.85,,,,17257.13,1962144.55,,,
,C00039503,SHELL OIL COMPANY EMPLOYEES' POLITICAL AWARENESS COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,20020.00,,,5737.00,120641.87,,,,5352.00,379.38,,,
,C00432765,SILK PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,250.00,,,,12246.24,,,,,,,,
,C00416636,"STAMPS.COM, INC. PAC",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,60189.78,,,,,,,,
,C00412122,STUDENTS FOR A NEW AMERICAN POLITICS PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,39.00,,,,29481.35,,,,,,,,
,C00363689,TALLATCHEE CREEK INC. PAC,Monthly,2016,PAC,Leadership PAC,2015-06-01,2015-06-30,50568.21,,,,5817.75,,,,,,,,
,C00510016,TARGA RESOURCES CORP PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,2779.35,,,1188.93,79537.48,,,,557.00,352.58,,,
,C00547869,TENTH AMENDMENT POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,120.00,,,0.02,923.53,,,,,,,,
,C00196444,TEXAS BANKERS ASSOCIATION-BANKERS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,131.23,,,10430.76,743003.51,,,,6500.14,3844.80,,,
,C00325811,"SABRE GLBL, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,34000.00,,,995.60,169785.87,,,,529.54,434.98,,,
,C00326389,SNAKE RIVER SUGAR COMPANY POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,16000.00,,,1450.00,82932.74,,,,1300.00,150.00,,,
,C00391508,"TREE CARE INDUSTRY ASSOCIATION, INC PAC (THE VOICE FOR TREES PAC)",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,8000.00,,,33128.79,273849.59,,,,32263.00,312.00,,,
,C00268904,TRINITY INDUSTRIES EMPLOYEE POLITICAL ACTION COMMITTEE (SF) INC.,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,14500.00,,,11593.92,113787.22,,,,8292.00,3301.32,,,
,C00002881,TRUCKING POLITICAL ACTION COMMITTEE OF THE AMERICAN TRUCKING ASSOCIATIONS INC.,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,47127.54,,,25163.51,440804.91,,2500.00,,21043.48,370.03,,,
,C00433052,TUDOR INVESTMENT CORPORATION PAC FOR RESPONSIBLE GOVERNMENT (TUDOR INVESTMENT CORP PAC),Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,,,,,17950.00,,,,,,,,
,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,192500.00,,,85193.58,523690.95,,,,81816.22,3372.94,,,
,C00064766,UNITED PARCEL SERVICE INC. PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,293702.13,,,244934.19,1104847.34,,,,82318.15,162616.04,,,
,C00234120,"UNITED STATES SUGAR CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN POLITICAL ACTION COMMITTEE,",Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,11000.00,,,4718.00,5401.74,,,,4431.50,286.50,,,
,C00350744,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-06-01,2015-06-30,175520.00,,,42688.02,632127.01,,,,41303.84,634.18,,,
